2020-09-11,15:59:01
LOCATION	CASES	DEATHS	RECOVERED
Scotland-Missouri	22	1	NA
Scott-Missouri	713	15	NA
Shannon-Missouri	60	1	NA
Shelby-Missouri	55	1	NA
Stoddard-Missouri	331	9	NA
Stone-Missouri	324	2	NA
Sullivan-Missouri	183	0	NA
Taney-Missouri	1008	22	NA
Texas-Missouri	171	2	NA
Vernon-Missouri	117	0	NA
Warren-Missouri	395	0	NA
Washington-Missouri	279	1	NA
Wayne-Missouri	108	0	NA
Webster-Missouri	330	1	NA
Worth-Missouri	16	0	NA
Wright-Missouri	118	0	NA
St Louis City-Missouri	0	0	0
Beaverhead-Montana	72	1	NA
Big Horn-Montana	763	19	NA
Blaine-Montana	15	0	NA
Broadwater-Montana	17	0	NA
Carbon-Montana	96	0	NA
Carter-Montana	0	0	0
Cascade-Montana	421	5	NA
Chouteau-Montana	14	0	NA
Custer-Montana	75	2	NA
Daniels-Montana	3	0	NA
Dawson-Montana	58	1	NA
Deer Lodge-Montana	84	0	NA
Fallon-Montana	4	0	NA
Fergus-Montana	51	0	NA
Flathead-Montana	729	13	NA
Gallatin-Montana	1169	3	NA
Garfield-Montana	15	0	NA
Glacier-Montana	158	1	NA
Golden Valley-Montana	3	0	NA
Granite-Montana	21	0	NA
Hill-Montana	106	2	NA
Jefferson-Montana	45	0	NA
Judith Basin-Montana	6	0	NA
Lake-Montana	232	1	NA
Lewis and Clark-Montana	208	3	NA
Liberty-Montana	11	0	NA
Lincoln-Montana	103	3	NA
McCone-Montana	14	0	NA
Madison-Montana	96	1	NA
Meagher-Montana	9	1	NA
Mineral-Montana	2	0	NA
Missoula-Montana	467	3	NA
Musselshell-Montana	23	1	NA
Park-Montana	75	0	NA
Petroleum-Montana	0	0	0
Phillips-Montana	114	0	NA
Pondera-Montana	17	0	NA
Powder River-Montana	2	0	NA
Powell-Montana	10	0	NA
Prairie-Montana	1	0	NA
Ravalli-Montana	115	2	NA
Richland-Montana	68	2	NA
Roosevelt-Montana	66	1	NA
Rosebud-Montana	395	6	NA
Sanders-Montana	42	1	NA
Sheridan-Montana	5	0	NA
Silver Bow-Montana	155	0	NA
Stillwater-Montana	47	2	NA
Sweet Grass-Montana	36	1	NA
Teton-Montana	19	0	NA
Toole-Montana	60	6	NA
Treasure-Montana	3	0	NA
Valley-Montana	51	0	NA
Wheatland-Montana	6	0	NA
Wibaux-Montana	8	0	NA
Yellowstone-Montana	2427	50	NA
Yellowstone Nat Park-Montana	0	0	0
Adams-Nebraska	448	11	NA
Antelope-Nebraska	34	1	NA
Arthur-Nebraska	1	0	NA
Banner-Nebraska	2	0	NA
Blaine-Nebraska	0	0	0
Boone-Nebraska	42	0	NA
Box Butte-Nebraska	39	0	NA
Boyd-Nebraska	10	0	NA
Brown-Nebraska	8	0	NA
Buffalo-Nebraska	818	3	NA
Burt-Nebraska	70	0	NA
Butler-Nebraska	97	1	NA
Cass-Nebraska	281	2	NA
Cedar-Nebraska	63	0	NA
Chase-Nebraska	16	0	NA
Cherry-Nebraska	35	2	NA
Cheyenne-Nebraska	30	0	NA
Clay-Nebraska	64	0	NA
Colfax-Nebraska	739	5	NA
Cuming-Nebraska	104	0	NA
Custer-Nebraska	78	4	NA
Dakota-Nebraska	2070	43	NA
Dawes-Nebraska	107	0	NA
Dawson-Nebraska	1039	12	NA
Deuel-Nebraska	3	0	NA
Dixon-Nebraska	72	2	NA
Dodge-Nebraska	974	11	NA
Douglas-Nebraska	14332	178	NA
Dundy-Nebraska	9	1	NA
Fillmore-Nebraska	41	1	NA
Franklin-Nebraska	20	0	NA
Frontier-Nebraska	6	0	NA
Furnas-Nebraska	29	1	NA
Gage-Nebraska	157	4	NA
Garden-Nebraska	9	0	NA
Garfield-Nebraska	6	0	NA
Gosper-Nebraska	26	0	NA
Grant-Nebraska	0	0	0
Greeley-Nebraska	16	0	NA
Hall-Nebraska	1908	47	NA
Hamilton-Nebraska	112	13	NA
Harlan-Nebraska	8	0	NA
Hayes-Nebraska	0	0	0
Hitchcock-Nebraska	2	0	NA
Holt-Nebraska	35	0	NA
Hooker-Nebraska	7	0	NA
Howard-Nebraska	70	5	NA
Jefferson-Nebraska	26	0	NA
Johnson-Nebraska	31	0	NA
Kearney-Nebraska	123	0	NA
Keith-Nebraska	49	0	NA
Keya Paha-Nebraska	2	0	NA
Kimball-Nebraska	15	0	NA
Knox-Nebraska	85	0	NA
Lancaster-Nebraska	4843	22	NA
Lincoln-Nebraska	339	2	NA
Logan-Nebraska	6	0	NA
Loup-Nebraska	2	0	NA
McPherson-Nebraska	6	0	NA
Madison-Nebraska	718	7	NA
Merrick-Nebraska	75	1	NA
Morrill-Nebraska	68	0	NA
Nance-Nebraska	16	0	NA
Nemaha-Nebraska	105	0	NA
Nuckolls-Nebraska	13	0	NA
Otoe-Nebraska	127	1	NA
Pawnee-Nebraska	12	0	NA
Perkins-Nebraska	31	9	NA
Phelps-Nebraska	83	0	NA
Pierce-Nebraska	82	4	NA
Platte-Nebraska	944	3	NA
Polk-Nebraska	38	1	NA
Red Willow-Nebraska	21	0	NA
Richardson-Nebraska	44	1	NA
Rock-Nebraska	23	0	NA
Saline-Nebraska	658	2	NA
Sarpy-Nebraska	3055	22	NA
Saunders-Nebraska	292	3	NA
Scotts Bluff-Nebraska	387	6	NA
Seward-Nebraska	179	3	NA
Sheridan-Nebraska	36	0	NA
Sherman-Nebraska	18	1	NA
Sioux-Nebraska	7	0	NA
Stanton-Nebraska	35	0	NA
Thayer-Nebraska	28	0	NA
Thomas-Nebraska	5	0	NA
Thurston-Nebraska	240	4	NA
Valley-Nebraska	21	0	NA
Washington-Nebraska	181	2	NA
Wayne-Nebraska	68	0	NA
Webster-Nebraska	15	0	NA
Wheeler-Nebraska	1	0	NA
York-Nebraska	128	1	NA
Churchill-Nevada	117	3	NA
Clark-Nevada	61871	1240	NA
Douglas-Nevada	265	1	NA
Elko-Nevada	868	7	NA
Esmeralda-Nevada	0	0	0
Eureka-Nevada	10	0	NA
Humboldt-Nevada	117	4	NA
Lander-Nevada	67	1	NA
Lincoln-Nevada	6	0	NA
Lyon-Nevada	372	6	NA
Mineral-Nevada	13	0	NA
Nye-Nevada	496	14	NA
Pershing-Nevada	21	0	NA
Storey-Nevada	9	0	NA
Washoe-Nevada	7872	147	NA
White Pine-Nevada	44	1	NA
Carson City-Nevada	475	8	NA
Belknap-New Hampshire	128	4	NA
Carroll-New Hampshire	112	1	NA
Cheshire-New Hampshire	140	3	NA
Coos-New Hampshire	20	0	NA
Grafton-New Hampshire	125	1	NA
Hillsborough-New Hampshire	4158	288	NA
Merrimack-New Hampshire	522	23	NA
Rockingham-New Hampshire	1877	100	NA
Strafford-New Hampshire	439	13	NA
Sullivan-New Hampshire	49	1	NA
Atlantic-New Jersey	3860	253	NA
Bergen-New Jersey	22137	2040	NA
Burlington-New Jersey	6680	485	NA
Camden-New Jersey	9466	595	NA
Cape May-New Jersey	956	94	NA
Cumberland-New Jersey	3671	157	NA
Essex-New Jersey	20820	2121	NA
Gloucester-New Jersey	3952	223	NA
Hudson-New Jersey	20489	1512	NA
Hunterdon-New Jersey	1299	125	NA
Mercer-New Jersey	8491	633	NA
Middlesex-New Jersey	18905	1423	NA
Monmouth-New Jersey	11135	860	NA
Morris-New Jersey	7748	831	NA
Ocean-New Jersey	11662	1034	NA
Passaic-New Jersey	18722	1248	NA
Salem-New Jersey	1009	89	NA
Somerset-New Jersey	5582	568	NA
Sussex-New Jersey	1453	198	NA
Union-New Jersey	17433	1354	NA
Warren-New Jersey	1425	171	NA
Bernalillo-New Mexico	6012	163	NA
Catron-New Mexico	11	1	NA
Chaves-New Mexico	867	7	NA
Cibola-New Mexico	729	20	NA
Colfax-New Mexico	23	1	NA
Curry-New Mexico	715	5	NA
De Baca-New Mexico	1	0	NA
Dona Ana-New Mexico	3000	51	NA
Eddy-New Mexico	609	5	NA
Grant-New Mexico	97	2	NA
Guadalupe-New Mexico	32	1	NA
Harding-New Mexico	2	0	NA
Hidalgo-New Mexico	98	2	NA
Lea-New Mexico	1229	17	NA
Lincoln-New Mexico	176	3	NA
Los Alamos-New Mexico	29	0	NA
Luna-New Mexico	350	5	NA
McKinley-New Mexico	4252	250	NA
Mora-New Mexico	6	0	NA
Otero-New Mexico	1131	12	NA
Quay-New Mexico	66	2	NA
Rio Arriba-New Mexico	369	13	NA
Roosevelt-New Mexico	219	3	NA
Sandoval-New Mexico	1271	38	NA
San Juan-New Mexico	3227	194	NA
San Miguel-New Mexico	89	0	NA
Santa Fe-New Mexico	883	4	NA
Sierra-New Mexico	38	1	NA
Socorro-New Mexico	78	6	NA
Taos-New Mexico	122	3	NA
Torrance-New Mexico	107	1	NA
Union-New Mexico	32	2	NA
Valencia-New Mexico	557	4	NA
Albany-New York	2859	122	NA
Allegany-New York	93	2	NA
Bronx-New York	0	0	0
Broome-New York	1383	85	NA
Cattaraugus-New York	236	6	NA
Cayuga-New York	185	2	NA
Chautauqua-New York	492	4	NA
Chemung-New York	218	2	NA
Chenango-New York	242	6	NA
Clinton-New York	152	5	NA
Columbia-New York	576	47	NA
Cortland-New York	104	1	NA
Delaware-New York	125	4	NA
Dutchess-New York	4962	154	NA
Erie-New York	10444	614	NA
Essex-New York	158	10	NA
Franklin-New York	59	1	NA
Fulton-New York	312	28	NA
Genesee-New York	306	6	NA
Greene-New York	317	14	NA
Hamilton-New York	14	1	NA
Herkimer-New York	308	10	NA
Jefferson-New York	156	1	NA
Kings-New York	0	0	0
Lewis-New York	50	5	NA
Livingston-New York	190	6	NA
Madison-New York	475	9	NA
Monroe-New York	5649	258	NA
Montgomery-New York	215	9	NA
Nassau-New York	45445	2199	NA
New York-New York	241686	23741	NA
Niagara-New York	1666	89	NA
Oneida-New York	2322	120	NA
Onondaga-New York	4023	179	NA
Ontario-New York	423	28	NA
Orange-New York	11587	410	NA
Orleans-New York	318	55	NA
Oswego-New York	333	3	NA
Otsego-New York	291	4	NA
Putnam-New York	1541	63	NA
Queens-New York	0	0	0
Rensselaer-New York	867	42	NA
Richmond-New York	0	0	0
Rockland-New York	14480	509	NA
St Lawrence-New York	302	4	NA
Saratoga-New York	918	15	NA
Schenectady-New York	1335	46	NA
Schoharie-New York	74	2	NA
Schuyler-New York	29	0	NA
Seneca-New York	103	1	NA
Steuben-New York	325	39	NA
Suffolk-New York	45463	2006	NA
Sullivan-New York	1548	37	NA
Tioga-New York	218	21	NA
Tompkins-New York	361	0	NA
Ulster-New York	2204	83	NA
Warren-New York	332	30	NA
Washington-New York	272	14	NA
Wayne-New York	298	3	NA
Westchester-New York	37404	1452	NA
Wyoming-New York	127	5	NA
Yates-New York	62	6	NA
Alamance-North Carolina	3452	48	NA
Alexander-North Carolina	460	3	NA
Alleghany-North Carolina	210	0	NA
Anson-North Carolina	492	3	NA
Ashe-North Carolina	232	1	NA
Avery-North Carolina	227	0	NA
Beaufort-North Carolina	704	10	NA
Bertie-North Carolina	503	7	NA
Bladen-North Carolina	779	10	NA
Brunswick-North Carolina	1457	26	NA
Buncombe-North Carolina	2685	82	NA
Burke-North Carolina	1934	32	NA
Cabarrus-North Carolina	3495	56	NA
Caldwell-North Carolina	1488	17	NA
Camden-North Carolina	103	3	NA
Carteret-North Carolina	570	5	NA
Caswell-North Carolina	260	3	NA
Catawba-North Carolina	2765	47	NA
Chatham-North Carolina	1556	56	NA
Cherokee-North Carolina	507	6	NA
Chowan-North Carolina	261	3	NA
Clay-North Carolina	100	1	NA
Cleveland-North Carolina	1764	50	NA
Columbus-North Carolina	1226	52	NA
Craven-North Carolina	1092	27	NA
Cumberland-North Carolina	4569	72	NA
Currituck-North Carolina	131	0	NA
Dare-North Carolina	256	2	NA
Davidson-North Carolina	2357	32	NA
Davie-North Carolina	502	6	NA
Duplin-North Carolina	2106	52	NA
Durham-North Carolina	7235	86	NA
Edgecombe-North Carolina	1110	23	NA
Forsyth-North Carolina	6511	84	NA
Franklin-North Carolina	1128	30	NA
Gaston-North Carolina	4424	67	NA
Gates-North Carolina	102	3	NA
Graham-North Carolina	84	0	NA
Granville-North Carolina	1618	48	NA
Greene-North Carolina	464	5	NA
Guilford-North Carolina	7468	174	NA
Halifax-North Carolina	916	17	NA
Harnett-North Carolina	1812	47	NA
Haywood-North Carolina	542	31	NA
Henderson-North Carolina	1780	60	NA
Hertford-North Carolina	613	23	NA
Hoke-North Carolina	929	13	NA
Hyde-North Carolina	118	3	NA
Iredell-North Carolina	2516	24	NA
Jackson-North Carolina	516	7	NA
Johnston-North Carolina	4144	54	NA
Jones-North Carolina	141	7	NA
Lee-North Carolina	1498	13	NA
Lenoir-North Carolina	879	21	NA
Lincoln-North Carolina	1278	13	NA
McDowell-North Carolina	840	24	NA
Macon-North Carolina	557	2	NA
Madison-North Carolina	81	1	NA
Martin-North Carolina	383	7	NA
Mecklenburg-North Carolina	26784	336	NA
Mitchell-North Carolina	94	3	NA
Montgomery-North Carolina	964	19	NA
Moore-North Carolina	1418	22	NA
Nash-North Carolina	1875	30	NA
New Hanover-North Carolina	3548	24	NA
Northampton-North Carolina	362	17	NA
Onslow-North Carolina	1665	17	NA
Orange-North Carolina	2459	54	NA
Pamlico-North Carolina	211	2	NA
Pasquotank-North Carolina	612	26	NA
Pender-North Carolina	812	5	NA
Perquimans-North Carolina	154	2	NA
Person-North Carolina	366	6	NA
Pitt-North Carolina	4155	25	NA
Polk-North Carolina	248	7	NA
Randolph-North Carolina	2537	47	NA
Richmond-North Carolina	768	11	NA
Robeson-North Carolina	3944	66	NA
Rockingham-North Carolina	1011	11	NA
Rowan-North Carolina	3013	81	NA
Rutherford-North Carolina	1033	24	NA
Sampson-North Carolina	1686	22	NA
Scotland-North Carolina	771	10	NA
Stanly-North Carolina	1645	52	NA
Stokes-North Carolina	375	3	NA
Surry-North Carolina	1230	20	NA
Swain-North Carolina	135	3	NA
Transylvania-North Carolina	283	6	NA
Tyrrell-North Carolina	108	2	NA
Union-North Carolina	4298	55	NA
Vance-North Carolina	963	43	NA
Wake-North Carolina	16226	213	NA
Warren-North Carolina	298	7	NA
Washington-North Carolina	192	7	NA
Watauga-North Carolina	503	0	NA
Wayne-North Carolina	2970	61	NA
Wilkes-North Carolina	1090	28	NA
Wilson-North Carolina	1881	43	NA
Yadkin-North Carolina	673	7	NA
Yancey-North Carolina	110	0	NA
Adams-North Dakota	9	0	NA
Barnes-North Dakota	161	0	NA
Benson-North Dakota	253	4	NA
Billings-North Dakota	6	0	NA
Bottineau-North Dakota	34	0	NA
Bowman-North Dakota	22	0	NA
Burke-North Dakota	25	1	NA
Burleigh-North Dakota	2493	25	NA
Cass-North Dakota	4060	76	NA
Cavalier-North Dakota	37	0	NA
Dickey-North Dakota	33	0	NA
Divide-North Dakota	6	0	NA
Dunn-North Dakota	53	1	NA
Eddy-North Dakota	57	0	NA
Emmons-North Dakota	35	1	NA
Foster-North Dakota	47	0	NA
Golden Valley-North Dakota	40	0	NA
Grand Forks-North Dakota	1874	12	NA
Grant-North Dakota	9	0	NA
Griggs-North Dakota	40	1	NA
Hettinger-North Dakota	38	0	NA
Kidder-North Dakota	38	0	NA
La Moure-North Dakota	0	0	0
Logan-North Dakota	13	0	NA
McHenry-North Dakota	52	1	NA
McIntosh-North Dakota	46	3	NA
McKenzie-North Dakota	144	2	NA
McLean-North Dakota	186	2	NA
Mercer-North Dakota	61	0	NA
Morton-North Dakota	824	7	NA
Mountrail-North Dakota	185	2	NA
Nelson-North Dakota	34	0	NA
Oliver-North Dakota	10	0	NA
Pembina-North Dakota	41	0	NA
Pierce-North Dakota	28	0	NA
Ramsey-North Dakota	162	2	NA
Ransom-North Dakota	50	0	NA
Renville-North Dakota	15	0	NA
Richland-North Dakota	159	1	NA
Rolette-North Dakota	138	3	NA
Sargent-North Dakota	29	0	NA
Sheridan-North Dakota	9	0	NA
Sioux-North Dakota	129	3	NA
Slope-North Dakota	7	0	NA
Stark-North Dakota	995	6	NA
Steele-North Dakota	24	0	NA
Stutsman-North Dakota	381	3	NA
Towner-North Dakota	11	0	NA
Traill-North Dakota	80	0	NA
Walsh-North Dakota	158	1	NA
Ward-North Dakota	648	3	NA
Wells-North Dakota	31	0	NA
Williams-North Dakota	634	4	NA
Adams-Ohio	99	4	NA
Allen-Ohio	1271	61	NA
Ashland-Ohio	184	4	NA
Ashtabula-Ohio	624	46	NA
Athens-Ohio	464	2	NA
Auglaize-Ohio	494	8	NA
Belmont-Ohio	694	27	NA
Brown-Ohio	244	2	NA
Butler-Ohio	5009	85	NA
Carroll-Ohio	136	7	NA
Champaign-Ohio	264	3	NA
Clark-Ohio	1565	33	NA
Clermont-Ohio	1427	16	NA
Clinton-Ohio	263	12	NA
Columbiana-Ohio	1889	71	NA
Coshocton-Ohio	223	9	NA
Crawford-Ohio	206	5	NA
Cuyahoga-Ohio	16479	613	NA
Darke-Ohio	687	36	NA
Defiance-Ohio	246	8	NA
Delaware-Ohio	1857	20	NA
Erie-Ohio	827	40	NA
Fairfield-Ohio	1882	44	NA
Fayette-Ohio	210	5	NA
Franklin-Ohio	23994	573	NA
Fulton-Ohio	207	1	NA
Gallia-Ohio	163	9	NA
Geauga-Ohio	671	46	NA
Greene-Ohio	1149	25	NA
Guernsey-Ohio	142	7	NA
Hamilton-Ohio	11970	288	NA
Hancock-Ohio	583	7	NA
Hardin-Ohio	241	13	NA
Harrison-Ohio	42	1	NA
Henry-Ohio	260	10	NA
Highland-Ohio	208	3	NA
Hocking-Ohio	149	9	NA
Holmes-Ohio	356	7	NA
Huron-Ohio	499	6	NA
Jackson-Ohio	190	2	NA
Jefferson-Ohio	301	4	NA
Knox-Ohio	262	15	NA
Lake-Ohio	1459	45	NA
Lawrence-Ohio	508	17	NA
Licking-Ohio	1716	58	NA
Logan-Ohio	263	3	NA
Lorain-Ohio	2190	85	NA
Lucas-Ohio	6786	350	NA
Madison-Ohio	737	11	NA
Mahoning-Ohio	2923	274	NA
Marion-Ohio	3030	46	NA
Medina-Ohio	1330	38	NA
Meigs-Ohio	156	6	NA
Mercer-Ohio	924	17	NA
Miami-Ohio	1198	47	NA
Monroe-Ohio	106	18	NA
Montgomery-Ohio	6824	140	NA
Morgan-Ohio	45	0	NA
Morrow-Ohio	237	2	NA
Muskingum-Ohio	330	2	NA
Noble-Ohio	23	0	NA
Ottawa-Ohio	458	30	NA
Paulding-Ohio	90	0	NA
Perry-Ohio	257	9	NA
Pickaway-Ohio	2532	44	NA
Pike-Ohio	118	0	NA
Portage-Ohio	963	65	NA
Preble-Ohio	391	7	NA
Putnam-Ohio	445	17	NA
Richland-Ohio	731	18	NA
Ross-Ohio	808	16	NA
Sandusky-Ohio	536	19	NA
Scioto-Ohio	408	5	NA
Seneca-Ohio	389	13	NA
Shelby-Ohio	462	6	NA
Stark-Ohio	2502	157	NA
Summit-Ohio	4785	240	NA
Trumbull-Ohio	1796	126	NA
Tuscarawas-Ohio	882	19	NA
Union-Ohio	426	1	NA
Van Wert-Ohio	102	3	NA
Vinton-Ohio	41	2	NA
Warren-Ohio	2603	45	NA
Washington-Ohio	238	23	NA
Wayne-Ohio	840	64	NA
Williams-Ohio	171	3	NA
Wood-Ohio	1501	65	NA
Wyandot-Ohio	195	11	NA
Adair-Oklahoma	514	10	NA
Alfalfa-Oklahoma	20	0	NA
Atoka-Oklahoma	172	1	NA
Beaver-Oklahoma	44	0	NA
Beckham-Oklahoma	149	1	NA
Blaine-Oklahoma	92	1	NA
Bryan-Oklahoma	685	3	NA
Caddo-Oklahoma	619	20	NA
Canadian-Oklahoma	1678	13	NA
Carter-Oklahoma	451	8	NA
Cherokee-Oklahoma	816	7	NA
Choctaw-Oklahoma	262	2	NA
Cimarron-Oklahoma	17	0	NA
Cleveland-Oklahoma	4757	67	NA
Coal-Oklahoma	63	0	NA
Comanche-Oklahoma	1345	12	NA
Cotton-Oklahoma	61	2	NA
Craig-Oklahoma	184	1	NA
Creek-Oklahoma	925	25	NA
Custer-Oklahoma	380	0	NA
Delaware-Oklahoma	610	22	NA
Dewey-Oklahoma	27	1	NA
Ellis-Oklahoma	6	0	NA
Garfield-Oklahoma	1227	16	NA
Garvin-Oklahoma	290	4	NA
Grady-Oklahoma	620	7	NA
Grant-Oklahoma	30	0	NA
Greer-Oklahoma	93	8	NA
Harmon-Oklahoma	40	0	NA
Harper-Oklahoma	24	0	NA
Haskell-Oklahoma	197	4	NA
Hughes-Oklahoma	249	4	NA
Jackson-Oklahoma	637	9	NA
Jefferson-Oklahoma	37	0	NA
Johnston-Oklahoma	121	3	NA
Kay-Oklahoma	386	12	NA
Kingfisher-Oklahoma	292	2	NA
Kiowa-Oklahoma	55	2	NA
Latimer-Oklahoma	120	2	NA
Le Flore-Oklahoma	819	12	NA
Lincoln-Oklahoma	338	9	NA
Logan-Oklahoma	347	1	NA
Love-Oklahoma	138	1	NA
McClain-Oklahoma	659	4	NA
McCurtain-Oklahoma	1119	31	NA
McIntosh-Oklahoma	261	4	NA
Major-Oklahoma	58	1	NA
Marshall-Oklahoma	144	1	NA
Mayes-Oklahoma	477	10	NA
Murray-Oklahoma	104	1	NA
Muskogee-Oklahoma	1498	18	NA
Noble-Oklahoma	121	2	NA
Nowata-Oklahoma	118	2	NA
Okfuskee-Oklahoma	116	3	NA
Oklahoma-Oklahoma	14713	171	NA
Okmulgee-Oklahoma	691	5	NA
Osage-Oklahoma	720	13	NA
Ottawa-Oklahoma	671	4	NA
Pawnee-Oklahoma	229	3	NA
Payne-Oklahoma	1621	5	NA
Pittsburg-Oklahoma	675	19	NA
Pontotoc-Oklahoma	278	3	NA
Pottawatomie-Oklahoma	992	9	NA
Pushmataha-Oklahoma	134	1	NA
Roger Mills-Oklahoma	14	1	NA
Rogers-Oklahoma	1484	42	NA
Seminole-Oklahoma	366	5	NA
Sequoyah-Oklahoma	663	8	NA
Stephens-Oklahoma	300	4	NA
Texas-Oklahoma	1282	7	NA
Tillman-Oklahoma	74	1	NA
Tulsa-Oklahoma	14764	143	NA
Wagoner-Oklahoma	1290	23	NA
Washington-Oklahoma	896	40	NA
Washita-Oklahoma	45	0	NA
Woods-Oklahoma	33	0	NA
Woodward-Oklahoma	137	0	NA
Baker-Oregon	86	2	NA
Benton-Oregon	234	6	NA
Clackamas-Oregon	2112	59	NA
Clatsop-Oregon	100	0	NA
Columbia-Oregon	137	1	NA
Coos-Oregon	129	0	NA
Crook-Oregon	59	1	NA
Curry-Oregon	24	0	NA
Deschutes-Oregon	708	12	NA
Douglas-Oregon	182	3	NA
Gilliam-Oregon	4	0	NA
Grant-Oregon	8	0	NA
Harney-Oregon	12	0	NA
Hood River-Oregon	238	0	NA
Jackson-Oregon	936	3	NA
Jefferson-Oregon	479	7	NA
Josephine-Oregon	174	2	NA
Klamath-Oregon	239	2	NA
Lake-Oregon	30	0	NA
Lane-Oregon	817	11	NA
Lincoln-Oregon	471	13	NA
Linn-Oregon	421	13	NA
Malheur-Oregon	1326	22	NA
Marion-Oregon	4141	85	NA
Morrow-Oregon	463	4	NA
Multnomah-Oregon	6399	127	NA
Polk-Oregon	464	15	NA
Sherman-Oregon	18	0	NA
Tillamook-Oregon	45	0	NA
Umatilla-Oregon	2809	41	NA
Union-Oregon	427	2	NA
Wallowa-Oregon	23	1	NA
Wasco-Oregon	224	3	NA
Washington-Oregon	4029	52	NA
Wheeler-Oregon	0	0	0
Yamhill-Oregon	693	14	NA
Adams-Pennsylvania	723	24	NA
Allegheny-Pennsylvania	11069	358	NA
Armstrong-Pennsylvania	378	13	NA
Beaver-Pennsylvania	1757	106	NA
Bedford-Pennsylvania	199	6	NA
Berks-Pennsylvania	6442	385	NA
Blair-Pennsylvania	511	13	NA
Bradford-Pennsylvania	103	3	NA
Bucks-Pennsylvania	8198	594	NA
Butler-Pennsylvania	923	21	NA
Cambria-Pennsylvania	515	6	NA
Cameron-Pennsylvania	8	0	NA
Carbon-Pennsylvania	436	28	NA
Centre-Pennsylvania	1062	11	NA
Chester-Pennsylvania	6149	361	NA
Clarion-Pennsylvania	107	3	NA
Clearfield-Pennsylvania	270	1	NA
Clinton-Pennsylvania	166	5	NA
Columbia-Pennsylvania	831	35	NA
Crawford-Pennsylvania	245	2	NA
Cumberland-Pennsylvania	1649	73	NA
Dauphin-Pennsylvania	3543	169	NA
Delaware-Pennsylvania	10811	778	NA
Elk-Pennsylvania	65	2	NA
Erie-Pennsylvania	1411	37	NA
Fayette-Pennsylvania	733	7	NA
Forest-Pennsylvania	14	0	NA
Franklin-Pennsylvania	1633	49	NA
Fulton-Pennsylvania	39	2	NA
Greene-Pennsylvania	156	1	NA
Huntingdon-Pennsylvania	392	6	NA
Indiana-Pennsylvania	505	11	NA
Jefferson-Pennsylvania	101	2	NA
Juniata-Pennsylvania	161	6	NA
Lackawanna-Pennsylvania	2262	214	NA
Lancaster-Pennsylvania	7238	445	NA
Lawrence-Pennsylvania	480	21	NA
Lebanon-Pennsylvania	1807	57	NA
Lehigh-Pennsylvania	5348	345	NA
Luzerne-Pennsylvania	3926	189	NA
Lycoming-Pennsylvania	582	23	NA
McKean-Pennsylvania	44	2	NA
Mercer-Pennsylvania	619	13	NA
Mifflin-Pennsylvania	185	1	NA
Monroe-Pennsylvania	1753	129	NA
Montgomery-Pennsylvania	11537	867	NA
Montour-Pennsylvania	158	5	NA
Northampton-Pennsylvania	4210	302	NA
Northumberland-Pennsylvania	784	43	NA
Perry-Pennsylvania	184	6	NA
Philadelphia-Pennsylvania	34887	1784	NA
Pike-Pennsylvania	553	21	NA
Potter-Pennsylvania	25	0	NA
Schuylkill-Pennsylvania	1026	51	NA
Snyder-Pennsylvania	197	3	NA
Somerset-Pennsylvania	192	3	NA
Sullivan-Pennsylvania	10	0	NA
Susquehanna-Pennsylvania	284	28	NA
Tioga-Pennsylvania	50	3	NA
Union-Pennsylvania	420	6	NA
Venango-Pennsylvania	74	1	NA
Warren-Pennsylvania	40	1	NA
Washington-Pennsylvania	1177	28	NA
Wayne-Pennsylvania	198	10	NA
Westmoreland-Pennsylvania	1945	49	NA
Wyoming-Pennsylvania	71	8	NA
York-Pennsylvania	3995	132	NA
Bristol-Rhode Island	369	16	NA
Kent-Rhode Island	1746	104	NA
Newport-Rhode Island	476	6	NA
Providence-Rhode Island	17500	854	NA
Washington-Rhode Island	733	69	NA
Abbeville-South Carolina	469	12	NA
Aiken-South Carolina	2473	71	NA
Allendale-South Carolina	313	6	NA
Anderson-South Carolina	3408	138	NA
Bamberg-South Carolina	566	31	NA
Barnwell-South Carolina	564	16	NA
Beaufort-South Carolina	5031	73	NA
Berkeley-South Carolina	4999	86	NA
Calhoun-South Carolina	425	17	NA
Charleston-South Carolina	14550	249	NA
Cherokee-South Carolina	904	33	NA
Chester-South Carolina	951	19	NA
Chesterfield-South Carolina	1082	31	NA
Clarendon-South Carolina	1016	64	NA
Colleton-South Carolina	933	39	NA
Darlington-South Carolina	1780	46	NA
Dillon-South Carolina	841	28	NA
Dorchester-South Carolina	3745	85	NA
Edgefield-South Carolina	511	15	NA
Fairfield-South Carolina	692	30	NA
Florence-South Carolina	4554	171	NA
Georgetown-South Carolina	1805	41	NA
Greenville-South Carolina	12727	276	NA
Greenwood-South Carolina	1975	60	NA
Hampton-South Carolina	570	25	NA
Horry-South Carolina	9694	191	NA
Jasper-South Carolina	723	18	NA
Kershaw-South Carolina	1716	34	NA
Lancaster-South Carolina	1800	42	NA
Laurens-South Carolina	1534	54	NA
Lee-South Carolina	674	32	NA
Lexington-South Carolina	6172	149	NA
McCormick-South Carolina	177	5	NA
Marion-South Carolina	752	18	NA
Marlboro-South Carolina	814	6	NA
Newberry-South Carolina	1039	16	NA
Oconee-South Carolina	1198	21	NA
Orangeburg-South Carolina	2920	113	NA
Pickens-South Carolina	2462	37	NA
